nome,eps
Uma Musume: Pretty Derby - BNW no Chikai,Special (3 eps)
Unico,Movie (1 eps)
"Wake Up, Girls! Seishun no Kage",Movie (1 eps)
Yokohama Kaidashi Kikou: Quiet Country Cafe,OVA (2 eps)
Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,TV (12 eps)
Bishoujo Senshi Sailor Moon Crystal,ONA (26 eps)
Chang Sheng Jie,ONA (26 eps)
Dantalian no Shoka: Ibarahime,OVA (1 eps)
Deadman Wonderland,TV (12 eps)
Doraemon Movie 09: Nobita no Parallel Saiyuuki,Movie (1 eps)
Doraemon Movie 35: Nobita no Space Heroes,Movie (1 eps)
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",Special (1 eps)
Fantasy Bishoujo Juniku Ojisan to,TV (12 eps)
Fushigi Yuugi OVA,OVA (3 eps)
Fushigiboshi no☆Futagohime Gyu!,TV (52 eps)
Gaiking: Legend of Daiku-Maryu,TV (39 eps)
Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,Movie (1 eps)
Higurashi no Naku Koro ni Special: Nekogoroshi-hen,Special (1 eps)
Hua Jianghu: Bu Liang Ren VI,ONA (12 eps)
Ixion Saga DT,TV (25 eps)
Jigoku Sensei Nube OVA,OVA (3 eps)
Junkers Come Here,Movie (1 eps)
Kagejitsu! Second,ONA (12 eps)
Kaze no Youjinbou,TV (25 eps)
"Kekkon suru tte, Hontou desu ka",TV (12 eps)
Kenran Butou Sai: The Mars Daybreak,TV (26 eps)
Kirakira☆Precure A La Mode,TV (49 eps)
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,Special (26 eps)
Kuromukuro,TV (26 eps)
Kyuuketsuhime Miyu (TV),TV (26 eps)
Levius,ONA (12 eps)
Li Linke de Xiao Guaner,ONA (10 eps)
Macross 7,TV (49 eps)
Mahoromatic: Automatic Maiden,TV (12 eps)
Maria-sama ga Miteru 4th Specials,Special (11 eps)
Masuda Kousuke Gekijou: Gag Manga Biyori 2,TV (12 eps)
Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,OVA (1 eps)
Mouretsu Pirates,TV (26 eps)
Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi,Movie (1 eps)
"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den",Special (1 eps)
Nils no Fushigi na Tabi,TV (52 eps)
One Piece Recap,OVA (1 eps)
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",TV (10 eps)
Pokemon Advanced Generation,TV (192 eps)
RabbiTube: Creator ni Challenge!,ONA (16 eps)
Re: Cutie Honey,OVA (3 eps)
Saint Seiya Recap,TV Special (1 eps)
Saishuu Heiki Kanojo,TV (13 eps)
Kaginado,TV (12 eps)
Kakumeiki Valvrave,TV (12 eps)
Kenyuu Densetsu Yaiba,TV (52 eps)
Kidou Senshi Gundam SEED C.E. 73: Stargazer,ONA (3 eps)
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,Special (1 eps)
Koi to Yobu ni wa Kimochi Warui,TV (12 eps)
Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,Movie (1 eps)
Kurokami The Animation,TV (23 eps)
Kuroshitsuji II,TV (12 eps)
Kyousou Giga (2012),ONA (5 eps)
Ling Jian Zun 3rd Season,ONA (40 eps)
Mahoromatic: Motto Utsukushii Mono,TV (14 eps)
Maison Ikkoku: Kanketsu-hen,Movie (1 eps)
Moonlight Mile 1st Season: Lift Off,TV (12 eps)
Mouryou no Hako,TV (13 eps)
Musashi no Ken,TV (72 eps)
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo!,Movie (1 eps)
Nyan Koi!,TV (12 eps)
One Piece: Jango no Dance Carnival,Special (1 eps)
Onmyou Taisenki,TV (52 eps)
Otaku no Video,OVA (2 eps)
Puchimas!: Petit iDOLM@STER,ONA (64 eps)
Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,OVA (1 eps)
Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,OVA (1 eps)
Rokudenashi Majutsu Koushi to Akashic Records,TV (12 eps)
Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,OVA (2 eps)
Saikyou Onmyouji no Isekai Tenseiki,TV (13 eps)
Shikioriori,Movie (3 eps)
Shin Taketori Monogatari: 1000-nen Joou,TV (42 eps)
Shingeki no Bahamut: Genesis - Short Story,ONA (2 eps)
"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",Special (1 eps)
Starmyu OVA,OVA (2 eps)
"Yamato yo, Towa ni: Rebel 3199",Movie (? eps)
Yu☆Gi☆Oh! Duel Monsters: Battle City Special,Special (1 eps)
Yume-iro Pâtissière: Mune Kyun Tropical Island!,Special (1 eps)
Zi Chuan,ONA (42 eps)
Amagami-san Chi no Enmusubi,TV (24 eps)
Angolmois: Genkou Kassenki,TV (12 eps)
Bokura wa Minna Kawai-sou Specials,Special (14 eps)
Buddy Complex,TV (13 eps)
Captain Future,TV (52 eps)
Chirin no Suzu,Movie (1 eps)
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,Movie (1 eps)
Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,Movie (1 eps)
Double Decker! Doug & Kirill: Extra,Special (3 eps)
Druaga no Tou: The Aegis of Uruk,TV (12 eps)
Ensemble Stars!! Road to Show!!,Movie (1 eps)
Evangelion: 3.0 (-46h),Special (1 eps)
Flag,ONA (13 eps)
Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,Movie (1 eps)
GA: Geijutsuka Art Design Class,TV (12 eps)
Garo: Vanishing Line,TV (24 eps)
Genius Party,Movie (7 eps)
Gyakusatsu Kikan,Movie (1 eps)
Harukanaru Toki no Naka de: Maihitoyo,Movie (1 eps)
Heat Guy J,TV (25 eps)
Hellsing: The Dawn,Special (3 eps)
Hidamari no Ki,TV (25 eps)
Hidari Pilot Film,ONA (1 eps)
Hui Ming: Fenghuo San Yue,ONA (16 eps)
.hack//Quantum,OVA (3 eps)
Ai Yori Aoshi: Enishi,TV (12 eps)
Amanchu! Advance,TV (12 eps)
Anime Sanjuushi,TV (52 eps)
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,Special (1 eps)
B'T X Neo,OVA (14 eps)
D.C.if: Da Capo if,OVA (2 eps)
Dan Dao Zhizun,ONA (109 eps)
Denpa Onna to Seishun Otoko,TV (12 eps)
Densetsu no Yuusha da Garn,TV (46 eps)
Dirty Pair OVA,OVA (10 eps)
Dokidoki♡Densetsu: Mahoujin Guruguru,TV (38 eps)
Dorohedoro: Ma no Omake,Special (6 eps)
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Movie (1 eps)
Dungeon no Naka no Hito,TV (12 eps)
Galaxy Angel 3 Specials,Special (2 eps)
"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu",TV (12 eps)
Guilty Crown: Kiseki - Reassortment,TV Special (1 eps)
Gunslinger Girl: Il Teatrino,TV (13 eps)
Hakuouki: Hekketsuroku - Kyoto Kaisouroku,TV Special (1 eps)
Happiness Charge Precure! Movie: Ningyou no Kuni no Ballerina,Movie (1 eps)
Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,TV (12 eps)
Jaku-Chara Tomozaki-kun,TV (12 eps)
Jueshi Zhan Hun,ONA (? eps)
Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,Movie (1 eps)
Kiniro no Corda: Secondo Passo,TV Special (2 eps)
Kodomo no Omocha,OVA (1 eps)
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,Special (26 eps)
Kunoichi Tsubaki no Mune no Uchi,TV (13 eps)
Lodoss-tou Senki: Eiyuu Kishi Den,TV (27 eps)
Lord El-Melloi II-sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,TV Special (1 eps)
Mister Ajikko,TV (99 eps)
Monster Musume no Iru Nichijou OVA,OVA (2 eps)
Nobunaga no Shinobi,TV (26 eps)
Quanzhi Fashi VI,ONA (12 eps)
Robin Hood no Daibouken,TV (52 eps)
Rokujouma no Shinryakusha!?,TV (12 eps)
Ryuugajou Nanana no Maizoukin,TV (11 eps)
"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",TV (12 eps)
Shi Ye Miao Yin,ONA (11 eps)
Shin Tennis no Oujisama: Hyoutei vs. Rikkai - Game of Future,ONA (2 eps)
Shinkyoku Soukai Polyphonica Crimson S,TV (12 eps)
Soukou Kihei Votoms: The Last Red Shoulder,OVA (1 eps)
Sumikko Gurashi Movie 1: Tobidasu Ehon to Himitsu no Ko,Movie (1 eps)
Tennis no Oujisama: Another Story II - Ano Toki no Bokura Specials,Special (2 eps)
Urara Meirochou,TV (12 eps)
Sansha Sanyou,TV (12 eps)
Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,Movie (1 eps)
Shachiku-san wa Youjo Yuurei ni Iyasaretai.,TV (12 eps)
Shakugan no Shana-tan Movie,Special (1 eps)
Tate no Yuusha no Nariagari Season 3,TV (12 eps)
Tokyo Mew Mew,TV (52 eps)
Toriko Movie: Bishokushin no Special Menu,Movie (1 eps)
Trillion Game,TV (26 eps)
Virtua Fighter,TV (35 eps)
Wu Shang Shen Di 2nd Season,ONA (400 eps)
30-pun de Wakaru! Kore made no Love Live!,ONA (2 eps)
A3! Season Spring & Summer,TV (12 eps)
Ai Yori Aoshi,TV (24 eps)
Alice to Zouroku,TV (12 eps)
Biohazard: Damnation,Movie (1 eps)
Blood Lad: Wagahai wa Neko de wa Nai,OVA (1 eps)
Cardfight!! Vanguard: Divinez Season 2,TV (13 eps)
Chikyuu Bouei Kigyou Dai-Guard,TV (26 eps)
Digimon Adventure 02 Movies,Movie (2 eps)
Doraemon: Kaette Kita Doraemon,Special (1 eps)
Ensemble Stars!! Tsuioku Selection Crossroad,ONA (6 eps)
Fanpai Chushihua,ONA (16 eps)
Futari wa Precure,TV (49 eps)
Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,OVA (1 eps)
Hakuouki: Reimeiroku OVA,OVA (2 eps)
Himouto! Umaru-chan,TV (12 eps)
Hinamatsuri (OVA),OVA (1 eps)
Junk Head,Movie (1 eps)
Junketsu no Maria,TV (12 eps)
Karin,TV (24 eps)
Kazemakase Tsukikage Ran,TV (13 eps)
Kenkou Zenrakei Suiei-bu Umishou,TV (13 eps)
Kingyo Chuuihou!,TV (54 eps)
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,Movie (1 eps)
Koe no Katachi Specials,Special (2 eps)
Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,Movie (1 eps)
Kuzu no Honkai,TV (12 eps)
Madan no Ou to Vanadis,TV (13 eps)
Mazinkaiser: Shitou! Ankoku Dai Shougun,OVA (1 eps)
Mouretsu Pirates: Abyss of Hyperspace,Movie (1 eps)
Myself; Yourself,TV (13 eps)
Nobunaga no Shinobi: Anegawa Ishiyama-hen,TV (26 eps)
Obey Me! Season 2,ONA (12 eps)
One Piece Movie 05: Norowareta Seiken,Movie (1 eps)
Ooi! Tonbo,TV (13 eps)
Pokemon XY&Z Specials,Special (2 eps)
Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,Movie (1 eps)
Ranma ½: Nettou Uta Gassen,OVA (2 eps)
Kamisama Kazoku,TV (13 eps)
Kimi ga Aruji de Shitsuji ga Ore de,TV (13 eps)
Kyoushoku Soukou Guyver (1989),OVA (6 eps)
Love Hina,TV (24 eps)
Lupin III: $1 Money Wars,TV Special (1 eps)
Lupin III: Dead or Alive,Movie (1 eps)
Medarot,TV (52 eps)
Minky Momo in Yume ni Kakeru Hashi,OVA (1 eps)
Mou Ippon!,TV (13 eps)
Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,Movie (1 eps)
Nekketsu Saikyou Go-Saurer,TV (51 eps)
Nu Wushen de Canzhuo,ONA (10 eps)
Offside (TV),TV (39 eps)
One Piece Movie 01,Movie (1 eps)
Onegai☆Teacher,TV (12 eps)
Oseam,Movie (1 eps)
Penguin's Memory: Shiawase Monogatari,Movie (1 eps)
Rain Town,Movie (1 eps)
RD Sennou Chousashitsu,TV (26 eps)
Rec: Yurusarezarumono,TV Special (1 eps)
Ryuusei no Rockman,TV (55 eps)
Shin Getter Robo tai Neo Getter Robo,OVA (4 eps)
Star Wars: Visions,ONA (9 eps)
Tenchi Muyou! Manatsu no Eve,Movie (1 eps)
Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,OVA (1 eps)
Tonari no Kyuuketsuki-san,TV (12 eps)
Tonari no Yamada-kun,Movie (1 eps)
Uchuu Densetsu Ulysses 31,TV (26 eps)
Zuoshou Shanglan,ONA (8 eps)
A-Channel+smile,OVA (2 eps)
Ace wo Nerae!,TV (26 eps)
Adachi to Shimamura,TV (12 eps)
Anime Himitsu no Hanazono,TV (39 eps)
Another World,ONA (3 eps)
Ao no Exorcist: Kyoto Fujouou-hen OVA,OVA (2 eps)
Aoi Hana,TV (11 eps)
BanG Dream! Asonjatta!,Special (1 eps)
Black★Rock Shooter (OVA),OVA (1 eps)
Chibi Maruko-chan Movie,Movie (1 eps)
Deltora Quest,TV (65 eps)
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,TV (24 eps)
Fei Ren Zai Part 3,ONA (12 eps)
Hatenkou Yuugi,TV (10 eps)
Hayate no Gotoku! OVA,OVA (3 eps)
Hokuto no Ken: Yuria-den,OVA (1 eps)
Hoshi no Koe,OVA (1 eps)
Accel World EX,OVA (2 eps)
Aikatsu! 10th Story: Mirai e no Starway,Movie (1 eps)
Arknights: Reimei Zensou,TV (8 eps)
Ashita no Joe (Movie),Movie (1 eps)
Astro Boy: Tetsuwan Atom,TV (50 eps)
Bakumatsu Kikansetsu Irohanihoheto,ONA (26 eps)
Bastard!! Ankoku no Hakaishin: Jigoku no Chinkonka-hen,ONA (15 eps)
Bishounen Tanteidan,TV (12 eps)
Black Blood Brothers,TV (12 eps)
Boku no Chikyuu wo Mamotte,OVA (6 eps)
Bubblegum Crisis Tokyo 2040,TV (26 eps)
Crayon Shin-chan Movie 30: Mononoke Ninja Chinpuuden,Movie (1 eps)
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,TV (12 eps)
Final Fantasy VII: On the Way to a Smile - Episode: Denzel,OVA (1 eps)
Ginga Tetsudou Monogatari,TV (26 eps)
Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,TV Special (1 eps)
Hokuto no Ken: Raoh Gaiden Ten no Haoh,TV (13 eps)
Houkago Shounen Hanako-kun,TV (4 eps)
Jie Yao,ONA (13 eps)
Kaiketsu Zorori,TV (52 eps)
Kidou Senshi Gundam: Dai 08 MS Shoutai - Sanjigen to no Tatakai,Special (1 eps)
Kimi wa Meido-sama.,TV (12 eps)
Kirarin☆Revolution,TV (153 eps)
Lostorage Conflated WIXOSS,TV (12 eps)
Majutsushi Orphen,TV (24 eps)
Mangaka-san to Assistant-san to The Animation,TV (12 eps)
Meitantei Conan: Honchou no Keiji Koi Monogatari - Kekkon Zenya,Special (1 eps)
Mutafukaz,Movie (1 eps)
Muteki Kanban Musume,TV (12 eps)
Muteki Koujin Daitarn 3,TV (40 eps)
Muv-Luv Alternative: Total Eclipse,TV (24 eps)
My Home Hero,TV (12 eps)
Negima!? Natsu Special!?,OVA (1 eps)
No Guns Life 2nd Season,TV (12 eps)
One Piece Movie 02: Nejimaki-jima no Daibouken,Movie (1 eps)
One Piece: Yume no Soccer Ou!,Movie (1 eps)
Pokemon Movie 03: Kesshoutou no Teiou Entei,Movie (1 eps)
Pokemon: Mewtwo! Ware wa Koko ni Ari,TV Special (1 eps)
Prima Doll,TV (12 eps)
Qin Shi Mingyue: Wanli Changcheng,TV (37 eps)
Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,TV Special (1 eps)
Sayonara Watashi no Cramer Movie: First Touch,Movie (1 eps)
Shaonian Ge Xing,ONA (26 eps)
Sousei no Aquarion,TV (26 eps)
Space Adventure Cobra,Movie (1 eps)
Synduality: Noir Part 2,TV (12 eps)
Tennis no Oujisama: Another Story - Kako to Mirai no Message Specials,Special (2 eps)
Tetsuwan Atom,TV (193 eps)
Tsurikichi Sanpei,TV (109 eps)
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",TV (12 eps)
Versailles no Bara to Onna-tachi,Special (1 eps)
Wangzhe Da Shixiong,ONA (16 eps)
Yoake Mae yori Ruriiro na: Crescent Love,TV (12 eps)
Yuragi-sou no Yuuna-san OVA,OVA (4 eps)
Zhen Hun Jie: Bei Luo Shi Men Pian Part 1,ONA (5 eps)
Zhen Wu Dianfeng 2nd Season,ONA (52 eps)
Seirei Gensouki,TV (12 eps)
Shadow Skill: Eigi,TV (26 eps)
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,TV (9 eps)
The God of High School,TV (13 eps)
Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,Special (1 eps)
Unico: Mahou no Shima e,Movie (1 eps)
Vampire Knight Guilty,TV (13 eps)
Yoroiden Samurai Troopers,TV (39 eps)
Aquarion Evol,TV (26 eps)
Binchou-tan,TV (12 eps)
Black Bullet,TV (13 eps)
Black Cat: Toozakaru Neko,Special (1 eps)
Chicchana Yukitsukai Sugar,TV (24 eps)
Cobra The Animation,TV (13 eps)
Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,Movie (1 eps)
Densetsu Kyojin Ideon,TV (39 eps)
Dirty Pair: The Movie,Movie (1 eps)
Doubutsu no Mori,Movie (1 eps)
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,Movie (1 eps)
Druaga no Tou: The Aegis of Uruk - Jil no Bouken,Special (1 eps)
Gotou ni Naritai.,Movie (1 eps)
Hakuouki OVA (2021),OVA (3 eps)
Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,TV (24 eps)
Hello! Sandybell,TV (47 eps)
Higepiyo,TV (39 eps)
High Card Season 2,TV (12 eps)
Highschool of the Dead,TV (12 eps)
IGPX: Immortal Grand Prix (2005),TV (13 eps)
Kagejitsu!,ONA (17 eps)
Kaizoku Oujo,TV (12 eps)
Karneval (TV),TV (13 eps)
"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!",Movie (1 eps)
Kikansha no Mahou wa Tokubetsu desu,TV (12 eps)
Knight's & Magic,TV (13 eps)
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,TV (13 eps)
Log Horizon: Entaku Houkai,TV (12 eps)
Mahoromatic Summer Special,Special (1 eps)
Nageki no Bourei wa Intai shitai,TV (13 eps)
Nanatsu no Taizai: Eiyuu-tachi wa Hashagu,OVA (1 eps)
Neko ni Naritai Tamagawa-kun,TV Special (1 eps)
Nintama Rantarou,TV (? eps)
Oishinbo,TV (136 eps)
Paripi Koumei: Road to Summer Sonia,Movie (1 eps)
Saint Seiya: Soul of Gold,ONA (13 eps)
Kanon,TV (13 eps)
Kiddy Grade: Truth Dawn,Movie (1 eps)
Kyoukai no Rinne 3rd Season,TV (25 eps)
Last Exile: Ginyoku no Fam,TV (21 eps)
Manie-Manie: Meikyuu Monogatari,Movie (3 eps)
Metal Fight Beyblade 4D,TV (52 eps)
Nasu: Suitcase no Wataridori,OVA (1 eps)
Negima!? Haru Special!?,OVA (1 eps)
One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,TV Special (1 eps)
Oni: Kamigami Yama no Onari,ONA (4 eps)
Persona 5 the Animation: The Day Breakers,TV Special (1 eps)
Poketoon (2024),ONA (8 eps)
Riding Bean,OVA (1 eps)
Rockman.EXE Stream,TV (51 eps)
Sanzoku no Musume Ronja,TV (26 eps)
Seihou Bukyou Outlaw Star Specials,Special (2 eps)
Seisenshi Dunbine,TV (49 eps)
Senkaiden Houshin Engi,TV (26 eps)
Shakugan no Shana-tan,Special (4 eps)
Tenjoubito to Akutobito Saigo no Tatakai,Movie (1 eps)
Tetsuwan Birdy,OVA (4 eps)
Tokyo Magnitude 8.0 Recap,Special (1 eps)
VTuber Nandaga Haishin Kiri Wasuretara Densetsu ni Natteta,TV (12 eps)
Wo Shi Jiang Xiaobai,ONA (12 eps)
Yes ka No ka Hanbun ka,Movie (1 eps)
You Yao,ONA (12 eps)
Yuugo: Koushounin,TV (13 eps)
Zero kara Hajimeru Mahou no Sho,TV (12 eps)
Zhen Wu Dianfeng,ONA (40 eps)
.hack//G.U. Trilogy,Movie (1 eps)
Ao no Exorcist: Shimane Illuminati-hen,TV (12 eps)
Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,Special (1 eps)
Boogiepop wa Warawanai (2019),TV (18 eps)
Code Geass: Hangyaku no Lelouch R2 Picture Drama,Special (9 eps)
Crayon Shin-chan Movie 31: Chounouryoku Daikessen - Tobe Tobe Temakizushi,Movie (1 eps)
Digimon X-Evolution,Movie (1 eps)
Dog Signal,TV (20 eps)
GA: Geijutsuka Art Design Class - Aozora ga Kakitai,OVA (1 eps)
Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,Special (1 eps)
Gekijou Tanpen Macross Frontier: Toki no Meikyuu,Movie (1 eps)
Great Mazinger,TV (56 eps)
Gundam Build Divers Re:Rise,ONA (13 eps)
Gunnm,OVA (2 eps)
Hi no Tori,TV (13 eps)
Appleseed (Movie),Movie (1 eps)
Armitage III: Poly-Matrix,Movie (1 eps)
Azumanga Daiou: Gekijou Tanpen,Special (1 eps)
Danball Senki W,TV (58 eps)
Di Gi Charat Nyo,TV (104 eps)
Digimon Tamers: Bousou Digimon Tokkyuu,Movie (1 eps)
Dirty Pair: Lovely Angels yori Ai wo Komete,OVA (2 eps)
Dual! Parallel Lun-Lun Monogatari,TV (13 eps)
Dubu Xiaoyao,ONA (480 eps)
Escaflowne,Movie (1 eps)
"Flanders no Inu, Boku no Patrasche",TV (26 eps)
Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,OVA (2 eps)
Grander Musashi RV,TV (39 eps)
Iria: Zeiram The Animation,OVA (6 eps)
Jashin-chan Dropkick,TV (11 eps)
Kidou Senshi Z Gundam I: Hoshi wo Tsugu Mono,Movie (1 eps)
Kidou Senshi Z Gundam III: Hoshi no Kodou wa Ai,Movie (1 eps)
Nisekoi: OVA,OVA (2 eps)
Obey Me!: Makai Dai Ryokou!,Special (1 eps)
Ochame na Futago: Claire Gakuin Monogatari,TV (26 eps)
Ookami to Koushinryou II: Holo no Short Anime,Special (2 eps)
Osake wa Fuufu ni Natte kara: Yuzu Atsukan,ONA (1 eps)
Oshiete! Galko-chan: Natsuyasumi tte Hontou desu ka?,OVA (1 eps)
Rockman.EXE Beast,TV (25 eps)
Saishuu Heiki Kanojo: Another Love Song,OVA (2 eps)
Sasameki Koto,TV (13 eps)
Shakunetsu no Takkyuu Musume,TV (12 eps)
Show By Rock!! #,TV (12 eps)
Sora no Manimani,TV (12 eps)
Street Fighter II V,TV (29 eps)
Tales of Symphonia The Animation: Tethe'alla-hen Specials,Special (4 eps)
Toaru Kagaku no Railgun S: Motto Marutto Railgun,Special (2 eps)
UniteUp!,TV (12 eps)
Urusei Yatsura Movie 1: Only You,Movie (1 eps)
Usavich III,TV (13 eps)
Wan Jie Xian Zong 5th Season,ONA (288 eps)
Watashi to Watashi: Futari no Lotte,TV (29 eps)
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,TV (12 eps)
You Yao 2,ONA (24 eps)
Seikai no Danshou: Tanjou,TV Special (1 eps)
Senki Zesshou Symphogear,TV (13 eps)
Shangri-La,TV (24 eps)
Shaonian Bai Ma Zui Chun Feng,ONA (20 eps)
Show By Rock!! Mashumairesh!!,TV (12 eps)
Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai,Movie (1 eps)
Trinity Seven,TV (12 eps)
Tsugumomo,TV (12 eps)
Usavich II,TV (13 eps)
Wo Jia Da Shixiong Shi Ge Fanpai,ONA (13 eps)
Yakushiji Ryouko no Kaiki Jikenbo,TV (13 eps)
YAT Anshin! Uchuu Ryokou,TV (50 eps)
Yuan Long 2nd Season,ONA (16 eps)
Yuusha Tokkyuu Might Gaine,TV (47 eps)
.hack//The Movie: Sekai no Mukou ni,Movie (1 eps)
7 Seeds 2nd Season,ONA (12 eps)
Aikatsu on Parade!,TV (25 eps)
All Out!!,TV (25 eps)
Ao no Exorcist: Ura Ex,Special (10 eps)
Aru Tabibito no Nikki,ONA (6 eps)
Bakusou Kyoudai Let's & Go WGP,TV (51 eps)
Blue Archive the Animation,TV (12 eps)
Devilman: Yochou Sirene-hen,OVA (1 eps)
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,OVA (1 eps)
Fei Ren Zai Part 2,ONA (12 eps)
Full Metal Panic! Movie 3: Into the Blue,Movie (1 eps)
Giniro no Kami no Agito,Movie (1 eps)
Haiyore! Nyaruko-san W: W ni Sayonara/Kono Onsen ni Koi no Konton wo,OVA (1 eps)
"Hetalia Axis Powers Movie: Paint it, White",Movie (1 eps)
Houkago no Breath,ONA (4 eps)
Inou-Battle wa Nichijou-kei no Naka de,TV (12 eps)
Jaku-Chara Tomozaki-kun 2nd Stage,TV (13 eps)
Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,Special (1 eps)
Kannagi: Moshimo Kannagi ga Attara...,Special (1 eps)
Kaze no Naka no Shoujo: Kinpatsu no Jeanie,TV (52 eps)
Kemurikusa (TV),TV (12 eps)
Kimi to Idol Precure♪,TV (? eps)
Kuro no Shoukanshi,TV (12 eps)
Kuroshitsuji Picture Drama,Special (1 eps)
Mahoromatic: Tadaima Okaeri,TV Special (2 eps)
Mahouka Koukou no Rettousei 3rd Season,TV (13 eps)
Mazinkaiser SKL,OVA (3 eps)
Meiji Tokyo Renka,TV (12 eps)
Metal Fight Beyblade: Baku,TV (51 eps)
Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,Special (1 eps)
Mokke,TV (24 eps)
Momokuri,ONA (26 eps)
Nichijou: Original Jikai Yokoku,Special (25 eps)
Ninkuu,TV (55 eps)
"One Room, Hiatari Futsuu, Tenshi-tsuki.",TV (12 eps)
Orient: Awajishima Gekitou-hen,TV (12 eps)
Pokemon Movie 12: Arceus Choukoku no Jikuu e,Movie (1 eps)
Princess Connect! Re:Dive,TV (13 eps)
Red Baron,TV (49 eps)
Roujin Z,Movie (1 eps)
Jarinko Chie,Movie (1 eps)
"Kanojo, Okarishimasu 3rd Season",TV (12 eps)
Kiddy Grade: Maelstrom,Movie (1 eps)
Kikou Souseiki Mospeada,TV (25 eps)
Koro-sensei Quest!,ONA (12 eps)
Koutetsu Jeeg,TV (46 eps)
Kyattou Ninden Teyandee,TV (54 eps)
Kyou no 5 no 2 (TV): Takarabako,OVA (1 eps)
Machine-Doll wa Kizutsukanai,TV (12 eps)
Mahou Shoujo-tai Arusu,TV (40 eps)
Maiko-san Chi no Makanai-san,TV (12 eps)
Marco: Haha wo Tazunete Sanzenri,Movie (1 eps)
Meitantei Conan OVA 12: Excalibur no Kiseki,OVA (1 eps)
Meitantei Conan: Kinga Shinnen Mouri Kogorou,Special (1 eps)
